content,score,Label
"Shopee sekarang lebih berbeda dari yang dulu, Shopee selalu seru karena terdapat game yang menarik dan lucu... Buruan yang belum donload Shopee bisa di donload segera....",5,Positif
"Tolong buat sistem shopee pay letter dan pinjaman diperbaiki lagi. Masa yg minjam bisa pakai nomor saya untuk kontak darurat pas peminjaman, padahal saya tidak kenal org itu. Dan ketika tidak bayar saya yang diteror dari pihak shopee. Padahal bukan saya yang pinjam. Jelek sekali sistem shopee. Saya dh chat csnya. Ok sih diproses tapi 3 hari kerja. Dan itu akan diteror juga. Dan setelah selesai jika org lain pakai nomor saya buat kontak darurat, saya akan ditelpon terus menerus lagi. Parahhh!!!!",1,Negatif
"sya sebagai seller shopee kecewa sama Shopee skrg, pesanan udah selesai, tp dana tdk kunjung masuk ke saldo penghasilan penjual, ini gimana sih, masak harus nunggu 7 hari lagi.. Udah admin gede, tp semakin kesini makin nyusahin seller",1,Negatif
"Biasa saja, kadang juga harganya lebih mahal dari aplikasi tetangga. Dan pay latter jg parah gak naik2 juga padahal belanja juga sering2. Aneh emg aplikasi pengajuan spy pinjam zonk terus pengajuan dan gagal. Padahal banyak juga yg akun bodong malah dapet spy pinjam, aneh bin aneh. dan pay latter susah naik, katanya2 sering2 belanja tp tetap saja pancet gk naik2 dan tertib pembanyaran 1 bulan pasti lunas semua. Akun abal2 yg belanjanya jarang2 malah dpt spy latter lbh 1 juta. Aneh amat....👹👹👹",1,Negatif
"Shopee sekarang kurang memuaskan di jasa pengiriman.kadang udah nunggu lama-lama.katanya alamat nggak jelaslah.pembeli nggak di rumahlah.no.hp pembeli nggak aktiflah. Padahal pas waktu estimasi kedatangan paket dah nungguin di rumah n hp on.alamat dah jelas.eh ngak nyampe2 tau2 gagal pengiriman di pesan sistem katanya alamat bermasalah.2 kali jasa pengiriman Antareja gagal pengiriman, padahal jasa pengiriman lain walaupun kadang hp saya ngak on tapi paket masih bisa sampai.",4,Positif
"Produk yang di jual berkuwalitas. Toko-tokonya mayoritas sudah berpengalaman. Dan apabila ada kendala saat pembelian atau pengiriman, segera dicarikan solusi yang baik. Shopee recomended sekali untuk berbelanja online.",5,Positif
"keknya shopee udah mulai berulah lagi,,masak iya biaya penanganan udah 10% ada yg smpe 10ribu lebih loh,,apalagi minbel sekarang udah 50k baru dpt potongan 30 ribu,,bikin males belanja dah,,tolong diperbaiki lagi sistemnya",1,Negatif
"bulan2 kmrn bisa pilih jnt untuk pengiriman,tetapi skrg tidak bisa.sedangkan klw via shopee express lama sampainya walau satu kota.adapun pilih jnt hrs berbayar ga free ongkir.tolong kembalikan lg seperti sebelumnya yaa...",4,Positif
"paket lengkap sesuai dengan pesanan walaupun terlambat tapi kurir nya baik,sopan dan ramah terimakasih shopee semoga sukses selalu dan terimakasih untuk bang kurir semoga di berikan kesehatan dan panjang umur",5,Positif
Shopee tolong dong padahal saya selalu pake apk ini tapi knapa makin hari makin buruk pelayanan kurir nya. Tolong kembalikan pilihan ekpedisi selain shopee epx. Saya sudah milih reguler tetep aja ekpedisinya shopee epx. Terlalu kecewa sama kurir shopee,1,Negatif
"-Sekarang gak bisa pilih ekspedisi sesuai keinginan, rata-rata di alihkan ke spx, padahal pengiriman spx sangat lama sampai nya. -Sekarang gak bisa perpanjang masa garansi shopee, jadi dengan cepat pesanan yang sudah sampai otomatis terkonfirmasi. -sekarang pajak admin shopee mahal banget, potongan nya Sampai 12% padahal keuntungannya sedikit tapi harus nanggung pajak sebesar 12%.",1,Negatif
"Aplikasinya aga lemot ketika dibuka. Perbaiki lagi ya. Terus, tolong diseleksi lagi pelapak yg mau daftar. Karna masih ada aja yg nipu. Beli barang apa, yg dikirim apa. Terus ketika komplen ga ada tanggapan. Terus, kalo pembeli minta di blokir, tolong di tanggapin dong. Takut nambah banyak korban. Sekian terimakasih Satu pertanyaan lagi, apakah apk shoopee paylater itu masih 1 pt dg apk ini ?",4,Positif
"Pernh bermasalah di bagian pengembalian dana tp Alhamdulillah terselesaikan,respon cepat dan selalu memberikan solusi yg membuat coustaumer berfikiran negatif thinking walaupun prnh ada fikiran sprti itu tp seiring berjalannya waktu masalah sy terselesaikan,makasih shopeee🙏🙏☺️",5,Positif
"Sumpah ini shopee lagi kenapa si jadi jelek banget penanganannya dari setiap belanja barang masih ok"" aja ini giliran barang rusak penjual gk mau tanggung jawab padahal toko besar bikin jadi malas belanja lagi!! Perhatiin customernya kasian yg udh cek out barang nunggu lama tapi barang pada rusak",1,Negatif
"Menunggu lebih dari 2 minggu, pesanan malah dibatalkan gitu aja. Padahal tiap komplain katanya paket sudah di gudang. Realitanya ga pernah nyampe. Sangat tidak amanah pakai SPX",1,Negatif
"Shope sekarang kenapa ya? Mau ngunjungi toko gak bisa, cari produk lemot banget, kalaupun karna sinyal otomatis aku gk bisa nonton vidio dan live dong?, ini untuk main game mobile legend aja lancar, nonton tiktok sepuasnya juga lancar, kenapa cuma di shope yang lemot??. Belum lagi gak bisa pilih jasa kirim, biasanya aku selalu pake jnt, karna kurirnya gercep, sekarang malah gak ada pilihan lain. Dan untuk spaylater aku saranin tagihan dipisah aja, gak usah digabung semua jadi 1, terimakasih.",3,
apasih udah di download malah ngelag terus ga bisa login lah jaringan jelek lah kadang keranjangnya gaada ga bisa pencarian aku udah 3x download loh masi ga bisa perbaiki dong!!!,1,Negatif
"Setiap mau bayar pake shopee pay pasti loadingnya lama banget, ujung ujungnya gak bisa buat bayar. Tolong perbaiki lagi fitur shopee pay nya agar tidak lemot.",1,Negatif
"Sejauh ini saya masih nyaman berbelanja di shoope. Barangnya sesuai ekspektasi. Asal budayakan membaca deskripsi dan ulasannya... Untuk shoope Tingkatkan terus pelayanan, lebih diperbanyak promo free ongkir cod nya yaa dan keamanan buyer dan seller ya... 😀😀😀",5,Positif
"Aplikasi nya bikin mudah untuk berbelanja tetapi pesanan nya selalu telat di kirim bakan di tundah² padahal udah ditunggu dan sering pas di pakai geleg dan padahal jaringan gak bermasalah , dan sering keluar dari aplikasi nya secara langsung padahal gak pencet tombol keluar nya, fitur² nya tolong di perbaiki agar nyaman di gunakan dan tolong pengunaan jaringan internet nya di kurangin pengunaan nya.",4,Positif
"Setelah di update kenapa g bisa shopee video penyimpanan penuh kalo g di update nge lag tidak ada jaringan padahal sinyal full buka aplikasi lain lancar"" aja chace udah di bersihkan masih tetep g bisa tolong bantuannya",3,
Pelayanan nya makin lama makin buruk.... Shopee sering membela penjual yang suka menipu berjualan...... Saya sering di rugi kan ama shopee ... Masih mendingan tokopedia.... Skr pelayanan tokopedia makin baik....,1,Negatif
"terima kasih sudah proses pengembalian dgn cepat, saya harap di aplikasinya diinfokan jasa kirim apa yang direkomendasikan, karena ketika saya segera bayar karena gratis ongkir lalu muncul SPX sebagai jasa kirim, maka bersiap2 barang tidak sampai dan akhirnya harus pengembalian",5,Positif
"Pengalaman belanja di Shopee benar-benar luar biasa! Dari pilihan produk yang beragam, harga yang terjangkau, hingga pengiriman yang cepat dan aman. Saya sangat terkesan dengan pelayanan layanan pelanggan yang selalu ramah dan siap membantu. Shopee telah menjadi aplikasi belanja Andalan saya, dan saya sangat menghargai kerja keras tim shopee yang terus berinovasi untuk memberikan pengalaman belanja terbaik. Terima kasih telah memudahkan hidup saya dan jutaan pengguna lainnya shopee memang terbai",5,Positif
Aplikasi nya ok pelayanan nya juga ok paling minus nya setiap ke web apapun masuk nya kesini sering bnget tapi yah kalo itu doang mah gpp Kalo mau beli apapun ke shopee aja ada banyak barang disini,5,Positif
seharusnya pada ulasan dari para pembeli di kasih kolom untuk orang lain membalas.kalau nggak gitu sich semua ulasan bagus doang yang ada padahal banyak juga barang kw yang nggak sesuai deskripsi yang bikin orang lain ikut tertipu membeli barang tersebut karena tertarik baca ulasannya.kalau bisa misteri box dihilangkan aja.jangan sering truble dengan alasan jaringan sedang untuk buka aplikasi olshop lain lain lancar,2,
"Kurang lebih 2 tahunan bersama shopee...merasa nyaman dan memuaskan dlm setiap pelayanan....slalu tinggkatkn lagi,,,utk saran dan keritik lebih direspon,sampai saat ini saya merasa ckup puas.🤝🙏👍",5,Positif
Kenapa tidak bisa ubah metode pembayaran? Hanya bisa shopeepaylater saja...🤦‍♂️ Kenapa pembayaran hanya bisa shopeepaylater saja tidak bisa ubah metode pembayaran yg lain? Terus mau ganti jasa kirim juga tidak kebuka buka,4,Positif
Mantap dan sangat membantu aplikasi shopee ini. Tapi Terkadang yang bikin males beli ini itu gak sesuai apa yang kita pilih dari awal. Datangnya berbeda. 🤦‍♂️🤦‍♂️🤦‍♂️,5,Positif
"apklikasi belanja paling lelet paling nge lag, ada aturan produk di blokir segala lagi, ribet, mending aplikasi lain aja, udah simple lancar gak ada kata MEMUAT saat menghapus produk di keranjang, lah coba apk ini apk belanja oren pas menghapus produk di keranjang selalu ada kata MEMUAT lama lagi, ngasih gratis ongkir setengah² pula😆😆👎🏿👎🏿👎🏿👎🏿",3,
"kenapa semenjak pengiriman bukan jnt itu lama sekali ya ? pakai si cepat pengiriman lambat banget anj ,masa 10.hari sendiri tolol ,tolong Shopee saya kembalikan ke jnt saja , ongkir mahal dikit gapapa asal maksimal 4 harian nyampe ,ini mah ga ngotak 10 hari padahal bukan dri luar jawa",1,Negatif
"Saya sangat kecewa dengan shoppe. Sudah cukup lama saya menunggu akun spayleter saya di nonaktikan.. padahal saya melunaskannya hanya sja karna kendala jadi terlmbat membayar tapi sudah hampir setahun lebih tidak bisa gunakan karna sdh dibekukan.. Saya kasi bintang 1 karna saya sangat kecewa sdh menunggu lama, bahkan saya sering meminta pengujuan di aplikasi maupun di email agar aktifkan kembali tapi sampai skarang tidak hiraukan😭 padahal saya sangat sering bertransaksi di shoppe😭💔💔💔",1,Negatif
Cukup mudah digunakan dan adanya fitur koin sangat membantu dalam mendapatkan potongan. Hanya saja kadang agak lemot. Admin juga responsif dan cepat.,4,Positif
"Kapok belanja di shopee,pengirimannya tidak sesuai estimasi dan terlalu banyak transit dng waktu yg sangat lama,komplain pun susah dan sekalinya bisa komplain castamer servis tidak bisa membantu. Padahal saya belanja masih satu wilayah di Tangerang,tp di barang di bawa muter dulu ke Cakung dan di Cakung transit selama 2 hari , giliran ada barang yg ilang di komplain,lempar sana lempar sini,mana perubahan dan evaluasi shopeee. ?? Menghapus akun shopee sangat susah,minta tlg cs jg tidak bisa bantu",1,Negatif
"Kenapa sih akun spaylater dan spinjam saya dibekukan, udah 1 tahun lebih lo padahal cuma telat 1 kali itupun sudah lunas ditahun itu juga, padahal punya temen saya pernah telat 1 kali tapi langsung masih bisa digunakan, udah update aplikasi, clear cache, logout, login sampek instal ulang pun masih belum bisa 😌",1,Negatif
Pesan di shoppe dengan opsi pingiriman jasa instan namun harus menunggu dihari berikut nya itu juga harus komplint karena sebelumnya malah terlihat estimasi sampai barang yg butuh waktu 3hr & sudah coba lakukan pembatalan tapi ditolak padahal status barang masih tidak berubah dari awal di pick up haduhhh,1,Negatif
Akhir2 ini sedikit kecewa sama pengiriman shopee kalo alamat ke rumah gak pernah sampe rumah bahkan tetangga yg di titip kadang masih jauh dari rumah sampe harus naik motor buat ambil. Kadang di titip ke sembarang orang. Dan parahnya kurir gak ada konfirmasi lewat wa atau telpon. Jujur pengirimannya jelek sih. Tolong di tindak lanjut dong merugikan waktu 🙈 padahal pake shopee udah mau 6 thun 😌,3,
saran sihh Untuk fitur pembayaran spaylater dibuat bisa dicicil.. Gak langsung nyatu gitu bayarnya... Bisa dicicil perpembelian/pertoko.. Jadi gak terlalu berat kalo mau bayar....,4,Positif
"Dah dapet 5000an koin dari nonton shopee live, malah gabisa ditarik. Biasanya 200 koin aja bisa, giliran 5000 gabisa. Ada aja alesannya, tidak memenuhi syaratlah, apalah. Kalau gitu ya koinnya jangan diembat kali, koin di embat, tapi gak masuk ke akun. Shopee makin ga bener !!! 👎👎👎👎👎",1,Negatif
"saran ya buat shopee jangan karena sudah banyak pelanggan pelayanannya menurun, saya pesan paket tidak ada opsi pilihan harus pakai shopee ekspres tapi pengiriman selalu terlambat, dan susah sekali mendapatkan informasi kontak kurir, lain kali kalau belanja kurirnya shopee ekspres saya mending cancel ajalah",1,Negatif
"Shoope sebenarnya sangat bagus banyak voucher dan potongan harga nya di tambah dapat koin , Sangat membantu dan meringankan kita.......dan tolong klau ngasih limit paylater jangan receh ,semoga ke depannya lebih baik lagi, makasih shoope 🙏",5,Positif
"Shopee, Saya sudah membayar indihome tgl 12 tapi di tgl 17 masih keluar biling, saya mengajukan pengembalian untuk pembayran tgl 17 tapi tidak dengarkan pengaduan saya ! Saya sudah telpon indihome, sudah memastikan bahwa pembayaran saya tgl 12 sudah masuk tapi indihome bilang jika yang tgl 17 tidak ada pembayaran hanya tgl 12. Tapi shopeelater saya sudah di potong untuk dua x pembayran ! Kasus dari tgl 18 sampai hari ini tidak ada pengembalian uang sangat kecewa ! Saya harus membyr 2tagihan !!",1,Negatif
"fitur lengkap, search item favorit dan toko yg mudah ditemukan, belanja kebutuhan jadi praktis dgn jaminan delivery tepat waktu, banyak promo dan poin yg menguntungkan dengan banyak cara bayar",5,Positif
Jangan pernah sekali beli hp di shopee mending beli langsung apa lagi untuk pengguna pay later banyak banget biaya tambahan dan untuk bunga 0% itu semuanya hanya trik marketing di usahakan klo memang mau nake pay later usahakan limitnya cukup klo gk jgn,1,Negatif
"Untuk akhir akhir ini aplikasi shopee menurut saya paling buruk, untuk jasa pengiriman tidak bisa memilih sesuai keinginan dan mengharuskan menggunakan jasa kirim SPX. Biasanya 1-2 hari pengiriman selesai dan semenjak pakai jasa kirim SPX molor sampai melebihi batas waktu estimasi dan kadang bisa sampai seminggu. Tolong lah SPX jangan terlalu memaksakan ingin ambil alih jasa kirim yg akhirnya mengecewakan customer. kembalikan fitur untuk pemilihan jasa kirim seperti sebelumnya. KECEWA",1,Negatif
"Kecewa banget, sya udh banyak kali belanja di sini. TPI pas sya coba pakai spaylater baru telat berapa hari belum juga sebulan spaylater saya di bekukan berbulan-bulan. Pdahal dalam Ket hnya 3 bulan dari tahun lalu smpe mau ganti tahun belum ad di pulihkan. Sbgai pelanggan setia shopee saya merasa sangat kecewa, ap lagi saya udah lapor sama sekali tidak di tindak lanjuti dn di minta untuk terus melaporkan!!!! Kecewaaa sama shoopee",2,
"Trima kasih shopee ,dengan adanya shopee saya berbelanja jadi mudah, saya sangat senang berbelanja di shopee amanah dan jujur kurir nya juga ramah jujur dan amanah, cuma ada sedikit masalah yang membuat saya kecewa, belakangan ini pengiriman nya selalu tak tepat waktu, tapi sebelum nya selalu tepat waktu, mohon kebijakan nya, agar pelanggan setia kepada shopee.",5,Positif
"Bagus dan memuaskan. Tapi mohon diseleksi lagi untuk pengiriman barang. Karena ada beberapa kurir yg gak amanah. Diantaranya ada yg melemparkan paket ke rumah lewat pagar saja. Padahal di dalam rumah ada penghuninya. Yg kedua ada juga kurir yg bawa mobil, keberatan jalan kaki masuk gang. Padahal konsumen Shopee mungkin ada sebagian yg rumahnya jauh ke pelosok.",5,Positif
"Cuma mau beri saran,, perpanjangan masa garansi pengiriman gak ada ya. Soalnya saya kecewa sudah nunggu barangnya lama. Setiba sudah sampai diretur tanpa ada pemberitahuan dari ekspedisi. Ekspedisi nya ditanya katanya sudah lewat waktu. Makanya diretur. Jadi saya kecewa karna barangnya butuh",5,Positif
Kurir² yg terdapat di aplikasi ini lambat semua kerjanya..order pagi hari sering sekali 2 hari menudian baru di pick up kurir ditambah lg kebanyakan transit² n sortir² nya terlalu lama nginap.. shg lama sampai ke cust pdhl lokasi penjual & pembeli dekat Gk cocok & gk sesuai dgn slogan GTW nya..,1,Negatif
"Sebenar ny bagus belanja pakai shopee,,tapi mohon kak cantumkan nomor hp kurir nya,,jdi klw paket terkendala bisa menghubungi kurir,,,mohon bangettttt sertakan nomor kurir klw pesanan udh menuju alamat,,,jadi biar lebih mudah jika ada kendala pada paket saya bisa menghubungi kurir,,",4,Positif
"Kenapa dengan pengiriman shopee hemat ??? Kurang dari dua bulang sudah dua kali pesanan saya hilang saat dikirim padahal sudah lama saya tunggu ujung-ujungnya hilang, saya sangat sangat kecewa",2,
"Belakangan ini kok harga barang yang ditampilkan kok gak sesuai yaa saat kita checkout?? Contoh, Di tampilan harga barang 300.000 (sudah diskon), nah saat saya checkout harganya malah tambah mahal jadi 350.000, itupun sudah pake kupon diskon, seharusnya kalau pake kupon diskon bisa aja harganya jadi 200 an, ini malah tambah mahal dari harga aslinya.. Tolong hal seperti itu diperhatikan, belakangan ini toko online juga sama kasusnya kek gini. Kalau gini terus, customer berasa di php in.",2,
"shope mempermudah dlm belanja ke seluruh Indonesia, sayangnya di fitur pesannya ga bisa utk hapus pesan secara bersamaan.. harus satu satu , pdhal bnyk bngt pesan promosi , jadi cape hapusnya , kalo ga di hapus bisa numpuk bnyk Sekali dan memory aplikasi jadi tmbah besar san jadi berat kalo pas buka shopee",5,Positif
"Kenapa setiap mau chat toko buat nanya produk malah ga bisa? Setiap di chat pesannya ga terkirim. Muncul tulisan ""Gagal mengirim, coba lagi nanti"". Padahal jaringan bagus. Heran deh ada aja 🙄",2,
"Banyak masalah dan kendala, baik sistem shopee, kurirnya, ekspedisi pengiriman kurang sesuai. Saran saya agar di tinjau dan di evaluasi kembali. Terutama ekspedisi pengiriman terkadang dalam pembeli sudah mencantumkan nama dan nomor sebelum pembelian nya akan tetapi misal spx di cod ini baru pertamanya kali bermasalah bahwa di cetakan print spx gak keliatan cantuman nama dan pembeli nya.. Saya merasa benar-benar kecewa dari atas layanan kurir, ekspedisi, serta admin shopee.",1,Negatif
"good aplikasi nya bisa beli barang di online yang lebih lengkap, soalnya kalau di toko-toko dekat rumah gue jarang lengkap, dan barang di Shopee semua nya serba ada bagus deh kalau malas beli dan keluar rumah tinggal chekeout/co aja di Shopee ini. 🗿💅🏻🧏🏻‍♀️",5,Positif
"Terbaik ...., dengan metode pembayaran yang beragam , apalagi Pay Laternya membantu sekali buat yang kantongnya pas pasan walaupun gali lubang tutup lubang yang penting bayar lancar wk wk wk wk .....",5,Positif
Saya ada keluhan yg bikin bingung. Apakah tokoh ada yg gk respon chat atau gimana. Satu lagi saya beli paket tapi malah kurirnya balikin ke tokonya. Alasan gk bisa ditelpon atau memang gk ada pulsanya tu kurir shopee. Pleaselah pihak shopee rekrut kurir shopee dipertanyakan keahlian pencarian alamat dan coba deh telepon pakai telepon biasa jangan pakai WA. Trus dananya saya belum diproses tu tokonya alasan barang yg dibatalkan gk dibalikin lgi. Parahhhhh,4,Positif
"shopee lagi kenapa ,. mau konfirmasi pesanan ko ga bisa2 yah ,. ga ada pembaruan juga ,. terus tiba2 sekarang suka berhenti sendiri atau keluar .. notifikasi juga ga bisa dibuka",4,Positif
Suka lag / masih ada bugs. Agar belanja nyaman & menyenangkan tolong di tingkatkan lagi performa aplikasinya. Selebihnya sih ok,2,
"Sekarang setiap ada notifikasi dari shopee, tiba² hp sering bug kadang otomatis masuk ke aplikasi padahal tidak di pencet",3,
"Semakin jarang order di Shopee,,lebih lebih sejak pengiriman cuma ada spx.. Kurir nya kagak ngotak,,terutama di daerah pedesaan.. Sepertinya harus di tata ulang pola perekrutan kurirnya.. cukup si cepat yang sekarang hilang pamornya..",1,Negatif
"Tolong di respon dong email dari saya, Saya gabisa login ke akun saya sendiri,di hp lama saya uda saya logout,coba masuk ke hp 1 lg malah gabisa,selalu notenya percobaa masuk,padahal uda saya setujuin login karena benar itu akun saya, Ini jadinya gimana,saya uda coba beberspa kali juga gamau login, Saldo shope pay saya juga masih ada, Sama sekali gaada respon dari shope nya Dikasi rate 1 juga gaada respon,saldo shope saya masih ada,rugi bgt kalo gabisa login lagi,aneh bgt",1,Negatif
"Ku kira hanya aku aja yg dapat pengiriman slalu terlambat.. Ternyata emang rata rata gitu.. Mohon ditingkatkan lagi di bagian pengiriman barangnya.. Takut nya gara gara pengiriman selalu telat, aplikasi ini jadi sepi peminat nya",3,
"Pengiriman dari shopeexpres lama kali, normal pengiriman ke daerah saya 2-4 hari paling lama, ini malah sampai 8 hari, mana ekspedisi gak bisa diubah. Tolong lah pihak shopee, kalo bagi yg di kota iya bisa instan, ini yg di daerah2 masak harus nunggu 8 hari, udah sama kyak nunggu barang kargo.",1,Negatif
Kualitas pengiriman shopee express hemat semakin kacau.. terlambatnya klo 1-2hr wajar n bisa kita maklumi Tapi klo terlambatnya lebih dr 7 hari setelah tgl estimasi pesanan sampai.... Itu gak wajar banget n sangat mengecewakan,1,Negatif
"Assalamualaikum...maaf sblmnya klo saya kasih bntang 2 saat ini,sbab skrg ini shopee susah dijelajahi..aplg pas promo puncak 3.3 saat ini,saya sampai gk bsa masuk ke shopee,knp..?jagankan dapat voucher promo puncak,untuk loading masuk aja pas di jam promony,susahnya minta ampun..gmn mau blnja!!saya sangat kecewa dg pelayanan shopee skrg ini..sangat kecewa.padahal sblmnya,saya sangat senang blnja disini krn byk voucher,promo,discount dsb.shopee hy menguntungkan org2 yg ada di kota besar aja.",4,Positif
"jngan muncul di iklan aku dong, aku jadi ga bisa keluar dari play store, terpaksa harus keluar baru masuk apk nya lagi, ribetin banget",2,
Aplikasi oke .tapi rekanan jasa pengiriman menggunakan si cepat .pelayananya mengecewakan lama dan lama sekali...maaf saya kasih reting 1 saja,1,Negatif
Mulai ngaco nih spaylater kan saya pesen tanggal 14 ya harus nya kan kalau 1 bulan ya bulan depan. Masa pesen tanggal 14 harus bayar tangal 25 kan ngaco. Mohon di perbaiki lah saya sudah lama pakai shopi dan ga pernah telat,1,Negatif
"Mau aktivasi SPaylater aja ribet + susah amat sampe di tolak 2x !! Padahal penghasilan saya lumayan besar , cuman gara gara jarang belanja aja di shopee !! Buat apa shopee ngiklanin / promosiin SPaylater kalo mau aktivasi aja ribet + susah !!",1,Negatif
Kenapa sekarang di shopee gabisa milih kurir sendiri ? Kami customer yang tau jasa kirim mana yg cepat smpe tujuan ini malah harus ikut rekomendasi dari shopee kalo mau milih sendiri malah berbayar lagi hadeuh!! Uda gabisa milih paketnya sering terlambat melewati masa estimasi kan cuma nambah kerjaan aja buat laporan paket!!! Tolong diperbaiki untuk kedepanya ya,3,
"Hai kak... Selama ini aku selalu menomer 1 kan shopee... Tapi ini udah 3 harian buka shopee selalu stuck di logo aja. Udah di upgrade, uninstall, di install ulang, masih ga bisa dibuka... Bagaimana ya?",3,
"Aplikasi belanja online yg oke dan keren. Gamenya ditambah dong, jgn yg udah ada malah dikurangi. Oh ya boleh dong usul khusus koin yg dari main game jgn Rp1, naikin ya jadi Rp2 .... hehehe. Sukses selalu buat shopee.",5,Positif
"Tolong fitur ""pesanan selesai"" dibuat adil. Kalo sistem cod misal ga sengaja klik ""pesanan selesai"" (padahal paket belum sampe) ga bisa, giliran sistem tf/spay pas ga sengaja klik ""pesanan selesai"" (padahal paket belum sampe) malah bisa. Hal kek gini yang buat kurir kadang nakal nyuri paket orang, karena customer ga sengaja klik malah paket ilang, hadehhh",1,Negatif
"Shopee aplikasi yg paling simple dan gampang digunakan. Cuma kecewa banget, sekarang klo belanja kita ga bisa bebas pilih kurirnya, sudah ditentukan sendiri oleh shopee. Pdhl saking sering belanja di shopee kita jd tau mana jasa pengiriman yg lama dan mana yg cepat. Karena ga bisa pilih sendiri jasa pengiriman, akibatnya klo kita dpt kurir yg lelet. Jadi lama banget nyampe brgnya. Pdhl kita lagi butuh banget. Tolong dong kembalikan seperti semula. Bisa pilih sendiri jasa kirimnya.",3,
"Update kali ini ada kesalahan di area pengiriman barang, ketika pesanan dikirim tidak sengaja klik pesanan selesai tidak ada opsi batalkan malah langsung pesanan selesai jujur ini merugikan banget",2,
"Overall udah bagus, cuma akhir2 ini sering banget kalo pesen shopee food pasti drivernya nganter pesanan dobel. Tolong jangan terlalu sering drivernya dapet pesanan dobel dong, waktu pengantarannya jadi tambah lama...",4,Positif
Maaf saya jarang gunakan langsung namun kami biasa berlangganan anak anak saya yg sering gunakan. Makasih.aja ya .. wassalamu'alaikum warahmatullahi wabarakatuh. Setiap hari ada saja pesanan putri saya sering juga melalui shopee atau lainnya. Namun saya pribadi jarang Karena mmg nggak siapkan utk transaksi melalui bank lagi semua sudah diserahkan anak anak termasuk bayar wifi maupun pulsa setiap bulannya..ini sejak 2020 setelah papa nya anak anak berpulang ..dia maunya mamanya nggak usah repot.,5,Positif
"Akhir-akhir ini saya sangat kecewa dengan pelayanan jasa pengiriman SPX yg sangat molor jauh dari waktu yg dijanjikan terus waktu estimasi dirubah rubah padahal waktu JNT saya puas banget dengan pelayanan Shopee dan jasa kirim nya entah kenapa Shopee merubah jasa kirim ke SPX yg gak becus sama sekali buat pelanggan kecewa, padahal saya sudah lama menggunakan apk Shopee dan cukup banyak bertransaksi. Tolong diperbaiki sistem dan apk dan jasa kirimnya klu bisa dikembalikan aja seperti semula.",2,
"Bagi saya shopee belum mendapat bintang 5 , terkendala dg harga sebagian ada yang tinggi dan pengiriman kurang gesit terlalu lelet tidak bisa memantau kinerja seller dan expedisi nya",2,
Shopee adalah aplikasi terbaik dalam berbelanja hanya satu yg saya tidak suka dengan pengiriman Sicepat express pengiriman nya lambat saya lebih suka toko yg mengunakan jasa kirim SPX Express kalau ada toko yg mengunakan jasa kirim Sicepat Express saya tidak akan belanja ditoko itu gampangkan saya hanya belanja ditoko yg mengunakan expedisi SPX Express pengiriman nya mantap selalu tepat waktu kurir nya juga gecap top lah buat SPX,5,Positif
Sekedar saran harusnya nomer telpon kurir di cantumkan kaya aplikasi sebelah karna kita bisa kontek dulu ke kurir nya soalnya bagi sy yg jarang di rumah suka repot mau pepergian di aplikasi udah mau di anter sy tungu tungu tak kunjung datang tau tau di anternya jam 4 sore,5,Positif
"Titik antar shopeefood GA JELAS. udah diset sesuai alamat eh tiba"" ganti sendiri ke alamat asal ketika pindah tab ke aplikasi lain. Pas mau CHECKOUT juga diminta pakek GPS eh malah GA SESUAI ALAMAT. NYEBELIN BANGET.... Mending pindah ke ijo aja kl gini.",1,Negatif
"Memang gila shopee ni, Aku mau transfer duit sndiri aja,masa harus upgrade ke shopee pay plus dlu,.Setelah di upgrade bukanya berhasil,mlah gagal terus. Woi,aku tu mau transfer duit aku sendiri,kok di persulit. Makanlah duit aku tu sama kalian!!!!!!",1,Negatif
"Konyol pengiriman barang dari jakarta ke kalimantan barat udah seminggu lebih barang masih di jakarta.. Kalah total sama ekspedisi sebelah..L0L Woy shopee semakin buruk pelayanan ekspedisi, bagus dulu bisa pilih ekspedisi jnt pelayanan kurir cepat, ini konyol pakai ekspedisi sendiri tapi kayak keong",1,Negatif
"Kenapa pengiriman tetap SPX.cek dulu spx kinerjanya buruk x,berapa kali saya COD bukan di antar tempat jadi kita pulak yg jemput.alasan alamat tidak lengkap,gak kita jemput di kembalikan.pikirkan pihak shopee",1,Negatif
"Saya kasih bintang 5 biar direspon ,Sangat disayangkan Sudah sebesar ini shoppe masih melindungi dan mempertahankan seller seller tukang tipu, akhir akhir ini makin merajalela, sistem verifikasi dan validasi penjual diperbaiki jangan asal rame , pengembalian cukup Dana saja tidak usah harus mengirimkan ulang barang sampah (terverifikasi ) bikin repot harus keluar biaya lagi dan menghabiskan waktu yang panjang, toko dan akunya kalian hapus/blokir uangnya kalia salahgunakan . Moga berkah",5,Positif
"saya cukup kecewa dengan shopee. sewaktu saya memesan barang, garansi tepat waktu nya 1 Minggu setelah pemesanan, tiba sudah 6 hari pemesanan barang saya belum sampai, dan anehnya lagi garansi tepat waktu nya malah bertambah jadi 2 Minggu😠😠",2,
"sangat membantu, walaupun seringkali bermasalah dg barang yg dateng, pihak shopee tetap mau membantu untuk proses pengembalian, dan uang kita juga di kembalikan sesuai jumlah pembayaran..sengkiu shopee",5,Positif
