content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo,textblob_polarity,textblob_sentiment
"Saya turunin bintangnya, krna sekrng Jasa Kirim Shoope ngk bisa d rubah kya dlu setelah pesanan di buat.. kalau sekrng mau pakai jasa kirim yg kita inginkan harus bayar dan kebanyakan pakai jasa kirim SPX, yg kurirnya di wilayah kami sering menitipkan ke tmpat penitipan dan harus byar lg dan kurir tidak mau mengantar smpai rumah.. kalau bisa balikin lagi fiturnya kya dulu..bukankah kepuasan pelanggan itu yg utama..",1,Negatif,saya turunin bintangnya krna sekrng jasa kirim shoope ngk bisa d rubah kya dlu setelah pesanan di buat kalau sekrng mau pakai jasa kirim yg kita inginkan harus bayar dan kebanyakan pakai jasa kirim spx yg kurirnya di wilayah kami sering menitipkan ke tmpat penitipan dan harus byar lg dan kurir tidak mau mengantar smpai rumah kalau bisa balikin lagi fiturnya kya dulubukankah kepuasan pelanggan itu yg utama,turunin bintangnya krna sekrng jasa kirim shoope ngk d rubah kya dlu pesanan sekrng pakai jasa kirim yg bayar kebanyakan pakai jasa kirim spx yg kurirnya wilayah menitipkan tmpat penitipan byar lg kurir mengantar smpai rumah balikin fiturnya kya dulubukankah kepuasan pelanggan yg utama,"['turunin', 'bintangnya', 'krna', 'sekrng', 'jasa', 'kirim', 'shoope', 'ngk', 'd', 'rubah', 'kya', 'dlu', 'pesanan', 'sekrng', 'pakai', 'jasa', 'kirim', 'yg', 'bayar', 'kebanyakan', 'pakai', 'jasa', 'kirim', 'spx', 'yg', 'kurirnya', 'wilayah', 'menitipkan', 'tmpat', 'penitipan', 'byar', 'lg', 'kurir', 'mengantar', 'smpai', 'rumah', 'balikin', 'fiturnya', 'kya', 'dulubukankah', 'kepuasan', 'pelanggan', 'yg', 'utama']",turunin bintang krna sekrng jasa kirim shoope ngk d rubah kya dlu pesan sekrng pakai jasa kirim yg bayar banyak pakai jasa kirim spx yg kurir wilayah titip tmpat titip byar lg kurir antar smpai rumah balikin fiturnya kya dulubukankah puas langgan yg utama,0.0,Netral
"Dapat Spaylater tapi buat bayarnya membahayakan, masa belanja tgl 26 bln September pakai tenor 3 x byr tapi kenapa tgl 1 Oktober udah jatuh tempo mana harus bayar full lagi padahal waktu belanja udah pakai cicilan 3x. Ini penipuan namanya.",1,Negatif,dapat spaylater tapi buat bayarnya membahayakan masa belanja tgl  bln september pakai tenor  x byr tapi kenapa tgl  oktober udah jatuh tempo mana harus bayar full lagi padahal waktu belanja udah pakai cicilan x ini penipuan namanya,spaylater bayarnya membahayakan belanja tgl bln september pakai tenor x byr tgl oktober udah jatuh tempo bayar full belanja udah pakai cicilan x penipuan namanya,"['spaylater', 'bayarnya', 'membahayakan', 'belanja', 'tgl', 'bln', 'september', 'pakai', 'tenor', 'x', 'byr', 'tgl', 'oktober', 'udah', 'jatuh', 'tempo', 'bayar', 'full', 'belanja', 'udah', 'pakai', 'cicilan', 'x', 'penipuan', 'namanya']",spaylater bayar bahaya belanja tgl bln september pakai tenor x byr tgl oktober udah jatuh tempo bayar full belanja udah pakai cicil x tipu nama,0.35,Positif
"Kenapa sekarang setiap pilih jasa pengiriman cuma ada spx ajah,nggak ada jasa kirim yg lain.jasa kirim spx express kurang maksimal,pesanan yg harusnya dikirim hari ini malah ditunda besok karena alasan alamat tidak lengkap sedangkan klo kita mau menghungi nomor kurir pun tidak ada.. Tolong perbaiki lagi masalah memilih jasa yg kita inginkan,kuring sekarang sangat mengecewakan",3,,kenapa sekarang setiap pilih jasa pengiriman cuma ada spx ajahnggak ada jasa kirim yg lainjasa kirim spx express kurang maksimalpesanan yg harusnya dikirim hari ini malah ditunda besok karena alasan alamat tidak lengkap sedangkan klo kita mau menghungi nomor kurir pun tidak ada tolong perbaiki lagi masalah memilih jasa yg kita inginkankuring sekarang sangat mengecewakan,pilih jasa pengiriman spx ajahnggak jasa kirim yg lainjasa kirim spx express maksimalpesanan yg dikirim ditunda besok alasan alamat lengkap klo menghungi nomor kurir tolong perbaiki memilih jasa yg inginkankuring mengecewakan,"['pilih', 'jasa', 'pengiriman', 'spx', 'ajahnggak', 'jasa', 'kirim', 'yg', 'lainjasa', 'kirim', 'spx', 'express', 'maksimalpesanan', 'yg', 'dikirim', 'ditunda', 'besok', 'alasan', 'alamat', 'lengkap', 'klo', 'menghungi', 'nomor', 'kurir', 'tolong', 'perbaiki', 'memilih', 'jasa', 'yg', 'inginkankuring', 'mengecewakan']",pilih jasa kirim spx ajahnggak jasa kirim yg lainjasa kirim spx express maksimalpesanan yg kirim tunda besok alas alamat lengkap klo menghungi nomor kurir tolong baik pilih jasa yg inginkankuring kecewa,-0.4,Negatif
"Shopee adalah aplikasi e-commerce yang menawarkan berbagai produk dengan antarmuka yang mudah digunakan. Kelebihannya termasuk banyak promosi dan metode pembayaran beragam. Namun, kualitas produk bisa bervariasi dan pengiriman kadang lambat. Secara keseluruhan, Shopee adalah pilihan baik untuk belanja online.",5,Positif,shopee adalah aplikasi ecommerce yang menawarkan berbagai produk dengan antarmuka yang mudah digunakan kelebihannya termasuk banyak promosi dan metode pembayaran beragam namun kualitas produk bisa bervariasi dan pengiriman kadang lambat secara keseluruhan shopee adalah pilihan baik untuk belanja online,shopee aplikasi ecommerce menawarkan produk antarmuka mudah kelebihannya promosi metode pembayaran beragam kualitas produk bervariasi pengiriman kadang lambat shopee pilihan belanja online,"['shopee', 'aplikasi', 'ecommerce', 'menawarkan', 'produk', 'antarmuka', 'mudah', 'kelebihannya', 'promosi', 'metode', 'pembayaran', 'beragam', 'kualitas', 'produk', 'bervariasi', 'pengiriman', 'kadang', 'lambat', 'shopee', 'pilihan', 'belanja', 'online']",shopee aplikasi ecommerce tawar produk antarmuka mudah lebih promosi metode bayar agam kualitas produk variasi kirim kadang lambat shopee pilih belanja online,0.0,Netral
"Shopee sekarang kok begini ya. Udah bertahun2 pake shopee tapi sekarang jadi sering kecewa. Dapat seller penipu, seller tjdak amanah, pesanan lemot datang, merugi. Gak ada solusi juga dari Shopee seperti pengembalian dana. Seolah itu salah pembeli. Padahal seller gadungan itu bisa masuk ke sana karena shopee yang mengijinkan!!!!",2,,shopee sekarang kok begini ya udah bertahun pake shopee tapi sekarang jadi sering kecewa dapat seller penipu seller tjdak amanah pesanan lemot datang merugi gak ada solusi juga dari shopee seperti pengembalian dana seolah itu salah pembeli padahal seller gadungan itu bisa masuk ke sana karena shopee yang mengijinkan,shopee ya udah bertahun pake shopee kecewa seller penipu seller tjdak amanah pesanan lemot merugi gak solusi shopee pengembalian dana salah pembeli seller gadungan masuk shopee mengijinkan,"['shopee', 'ya', 'udah', 'bertahun', 'pake', 'shopee', 'kecewa', 'seller', 'penipu', 'seller', 'tjdak', 'amanah', 'pesanan', 'lemot', 'merugi', 'gak', 'solusi', 'shopee', 'pengembalian', 'dana', 'salah', 'pembeli', 'seller', 'gadungan', 'masuk', 'shopee', 'mengijinkan']",shopee ya udah tahun pake shopee kecewa seller tipu seller tjdak amanah pesan lot rugi gak solusi shopee kembali dana salah beli seller gadungan masuk shopee mengijinkan,0.0,Netral
"Pesan di shope paket padahal tinggal di kirim ke alamat penerima sampe 4 hari gk sampe sampe tolong di maksimalin dong pdahal udah sya buat laporan agar paket cepat sampai tapi percuma CS shope gk bsa membantu sma sekali cmn omong doang tpi pket statusnya ga ada perubahan kecewa saya belanja disini gak bisa prioritasin masalah pengguna nya,cari karyawan buat jadi CS shope yg bener mngknya biar tegas biar kalo ada masalah terselesaikan jngn kya CS skrang omong doang tpi kaga kebukti",1,Negatif,pesan di shope paket padahal tinggal di kirim ke alamat penerima sampe  hari gk sampe sampe tolong di maksimalin dong pdahal udah sya buat laporan agar paket cepat sampai tapi percuma cs shope gk bsa membantu sma sekali cmn omong doang tpi pket statusnya ga ada perubahan kecewa saya belanja disini gak bisa prioritasin masalah pengguna nyacari karyawan buat jadi cs shope yg bener mngknya biar tegas biar kalo ada masalah terselesaikan jngn kya cs skrang omong doang tpi kaga kebukti,pesan shope paket tinggal kirim alamat penerima sampe gk sampe sampe tolong maksimalin pdahal udah sya laporan paket cepat cs shope gk bsa membantu sma cmn omong doang tpi pket statusnya ga perubahan kecewa belanja gak prioritasin pengguna nyacari karyawan cs shope yg bener mngknya biar biar kalo terselesaikan jngn kya cs skrang omong doang tpi kaga kebukti,"['pesan', 'shope', 'paket', 'tinggal', 'kirim', 'alamat', 'penerima', 'sampe', 'gk', 'sampe', 'sampe', 'tolong', 'maksimalin', 'pdahal', 'udah', 'sya', 'laporan', 'paket', 'cepat', 'cs', 'shope', 'gk', 'bsa', 'membantu', 'sma', 'cmn', 'omong', 'doang', 'tpi', 'pket', 'statusnya', 'ga', 'perubahan', 'kecewa', 'belanja', 'gak', 'prioritasin', 'pengguna', 'nyacari', 'karyawan', 'cs', 'shope', 'yg', 'bener', 'mngknya', 'biar', 'biar', 'kalo', 'terselesaikan', 'jngn', 'kya', 'cs', 'skrang', 'omong', 'doang', 'tpi', 'kaga', 'kebukti']",pesan shope paket tinggal kirim alamat terima sampe gk sampe sampe tolong maksimalin pdahal udah sya lapor paket cepat cs shope gk bsa bantu sma cmn omong doang tpi pket status ga ubah kecewa belanja gak prioritasin guna nyacari karyawan cs shope yg bener mngknya biar biar kalo selesai jngn kya cs skrang omong doang tpi kaga bukti,0.0,Netral
"Tidak bisa masuk aplikasi shopee. Kenapa ya..? Kak... Alamat email yang di kasih tidak valid. Saya tidak bisa masuk aplikasi. Hanya sampai di logo shopee beberapa waktu agak lama, trus keluar. Tanpa masuk halaman shopee.",5,Positif,tidak bisa masuk aplikasi shopee kenapa ya kak alamat email yang di kasih tidak valid saya tidak bisa masuk aplikasi hanya sampai di logo shopee beberapa waktu agak lama trus keluar tanpa masuk halaman shopee,masuk aplikasi shopee ya kak alamat email kasih valid masuk aplikasi logo shopee trus masuk halaman shopee,"['masuk', 'aplikasi', 'shopee', 'ya', 'kak', 'alamat', 'email', 'kasih', 'valid', 'masuk', 'aplikasi', 'logo', 'shopee', 'trus', 'masuk', 'halaman', 'shopee']",masuk aplikasi shopee ya kak alamat email kasih valid masuk aplikasi logo shopee trus masuk halaman shopee,0.0,Netral
"Isi pulsa di shopee tidak masuk, no hp sudah benar saldo shopeepay terpotong,tapi pulsa tidak saya terima.struk pembayaran yg saya lihat tidak lengkap, No pesanan Lengkap tapi No series Tidak terlampir. Komplain di Pusat bantuan jawaban membingungkan. Sudah menunggu 1x24 jam,tapi tetap mengecewakan.Tolong jaga kepercayaan pengguna.Terima kasih.",1,Negatif,isi pulsa di shopee tidak masuk no hp sudah benar saldo shopeepay terpotongtapi pulsa tidak saya terimastruk pembayaran yg saya lihat tidak lengkap no pesanan lengkap tapi no series tidak terlampir komplain di pusat bantuan jawaban membingungkan sudah menunggu x jamtapi tetap mengecewakantolong jaga kepercayaan penggunaterima kasih,isi pulsa shopee masuk no hp saldo shopeepay terpotongtapi pulsa terimastruk pembayaran yg lihat lengkap no pesanan lengkap no series terlampir komplain pusat bantuan membingungkan menunggu x jamtapi mengecewakantolong jaga kepercayaan penggunaterima kasih,"['isi', 'pulsa', 'shopee', 'masuk', 'no', 'hp', 'saldo', 'shopeepay', 'terpotongtapi', 'pulsa', 'terimastruk', 'pembayaran', 'yg', 'lihat', 'lengkap', 'no', 'pesanan', 'lengkap', 'no', 'series', 'terlampir', 'komplain', 'pusat', 'bantuan', 'membingungkan', 'menunggu', 'x', 'jamtapi', 'mengecewakantolong', 'jaga', 'kepercayaan', 'penggunaterima', 'kasih']",isi pulsa shopee masuk no hp saldo shopeepay terpotongtapi pulsa terimastruk bayar yg lihat lengkap no pesan lengkap no series lampir komplain pusat bantu bingung tunggu x jamtapi mengecewakantolong jaga percaya penggunaterima kasih,0.0,Netral
Kenapa y fasilitas cod ssya gak bisa digunakan kan tulisannya bebas pengembalian lha kalau brgnya jelek dtgnya tdk sesuai masak saya ttp harus terima kecuali setiap saya peaan saya sengaja kembalikan wajar di blokir cod saya terima kasih,1,Negatif,kenapa y fasilitas cod ssya gak bisa digunakan kan tulisannya bebas pengembalian lha kalau brgnya jelek dtgnya tdk sesuai masak saya ttp harus terima kecuali setiap saya peaan saya sengaja kembalikan wajar di blokir cod saya terima kasih,y fasilitas cod ssya gak tulisannya bebas pengembalian lha brgnya jelek dtgnya tdk sesuai masak ttp terima kecuali peaan sengaja kembalikan wajar blokir cod terima kasih,"['y', 'fasilitas', 'cod', 'ssya', 'gak', 'tulisannya', 'bebas', 'pengembalian', 'lha', 'brgnya', 'jelek', 'dtgnya', 'tdk', 'sesuai', 'masak', 'ttp', 'terima', 'kecuali', 'peaan', 'sengaja', 'kembalikan', 'wajar', 'blokir', 'cod', 'terima', 'kasih']",y fasilitas cod ssya gak tulis bebas kembali lha brgnya jelek dtgnya tdk sesuai masak ttp terima kecuali peaan sengaja kembali wajar blokir cod terima kasih,0.0,Netral
Entah kenapa akhir2 ini aplikasi Shopee kok lelet sekali ya.mau bayar pakai Shopeepay kok gak bisa padahal saldo lebih dari cukup.Limit kredit Spaylater jg semakin kecil.,3,,entah kenapa akhir ini aplikasi shopee kok lelet sekali yamau bayar pakai shopeepay kok gak bisa padahal saldo lebih dari cukuplimit kredit spaylater jg semakin kecil,aplikasi shopee lelet yamau bayar pakai shopeepay gak saldo cukuplimit kredit spaylater jg,"['aplikasi', 'shopee', 'lelet', 'yamau', 'bayar', 'pakai', 'shopeepay', 'gak', 'saldo', 'cukuplimit', 'kredit', 'spaylater', 'jg']",aplikasi shopee lelet yamau bayar pakai shopeepay gak saldo cukuplimit kredit spaylater jg,0.0,Netral
"Terbaik dari yg lain yg pernah dicoba. Ada pemilihan pengiriman, dan bisa cek barang dlu, itu yg oke. Tapi sayang, masih ada toko penipu dan tidak bisa berbuat apa2.",3,,terbaik dari yg lain yg pernah dicoba ada pemilihan pengiriman dan bisa cek barang dlu itu yg oke tapi sayang masih ada toko penipu dan tidak bisa berbuat apa,terbaik yg yg dicoba pemilihan pengiriman cek barang dlu yg oke sayang toko penipu berbuat,"['terbaik', 'yg', 'yg', 'dicoba', 'pemilihan', 'pengiriman', 'cek', 'barang', 'dlu', 'yg', 'oke', 'sayang', 'toko', 'penipu', 'berbuat']",baik yg yg coba pilih kirim cek barang dlu yg oke sayang toko tipu buat,0.0,Netral
"Mau ngajuin penghapusan akun di tolak karna ada masih ada saldo shopeepay, nah ketika mau ngabisin saldo shopeepay bilangnya saldo shopeepay tidak mencukupi, jelas jelas itu saldo cukup untuk di belanjakan, SI SHOPEE MAUNYA APA SIH BELIT BELIT AMAT.",1,Negatif,mau ngajuin penghapusan akun di tolak karna ada masih ada saldo shopeepay nah ketika mau ngabisin saldo shopeepay bilangnya saldo shopeepay tidak mencukupi jelas jelas itu saldo cukup untuk di belanjakan si shopee maunya apa sih belit belit amat,ngajuin penghapusan akun tolak karna saldo shopeepay ngabisin saldo shopeepay bilangnya saldo shopeepay mencukupi saldo belanjakan si shopee maunya sih belit belit,"['ngajuin', 'penghapusan', 'akun', 'tolak', 'karna', 'saldo', 'shopeepay', 'ngabisin', 'saldo', 'shopeepay', 'bilangnya', 'saldo', 'shopeepay', 'mencukupi', 'saldo', 'belanjakan', 'si', 'shopee', 'maunya', 'sih', 'belit', 'belit']",ngajuin hapus akun tolak karna saldo shopeepay ngabisin saldo shopeepay bilang saldo shopeepay cukup saldo belanja si shopee mau sih belit belit,0.0,Netral
Dari segi cari barang..view barang.. mencari berdasar kata kunci..foto..saya lebih suka n matching dgn shopee ini.. hanya mohon dikembangkan pengawasan penipuan produk murah seller nakal..barang dikirim beda..palsu..,5,Positif,dari segi cari barangview barang mencari berdasar kata kuncifotosaya lebih suka n matching dgn shopee ini hanya mohon dikembangkan pengawasan penipuan produk murah seller nakalbarang dikirim bedapalsu,segi cari barangview barang mencari berdasar kuncifotosaya suka n matching dgn shopee mohon dikembangkan pengawasan penipuan produk murah seller nakalbarang dikirim bedapalsu,"['segi', 'cari', 'barangview', 'barang', 'mencari', 'berdasar', 'kuncifotosaya', 'suka', 'n', 'matching', 'dgn', 'shopee', 'mohon', 'dikembangkan', 'pengawasan', 'penipuan', 'produk', 'murah', 'seller', 'nakalbarang', 'dikirim', 'bedapalsu']",segi cari barangview barang cari dasar kuncifotosaya suka n matching dgn shopee mohon kembang awas tipu produk murah seller nakalbarang kirim bedapalsu,0.0,Netral
serkarng makin susah dapat coin. padahal belanja berjuta juta. tpi koin yg di dapat 50perak.. ngak rekomendasi sekrng kyak dulu. apalagi splater bunganya tambah naik. makin belanja sampe le platinum ko malah makin mahal.,3,,serkarng makin susah dapat coin padahal belanja berjuta juta tpi koin yg di dapat perak ngak rekomendasi sekrng kyak dulu apalagi splater bunganya tambah naik makin belanja sampe le platinum ko malah makin mahal,serkarng susah coin belanja berjuta juta tpi koin yg perak ngak rekomendasi sekrng kyak splater bunganya belanja sampe le platinum ko mahal,"['serkarng', 'susah', 'coin', 'belanja', 'berjuta', 'juta', 'tpi', 'koin', 'yg', 'perak', 'ngak', 'rekomendasi', 'sekrng', 'kyak', 'splater', 'bunganya', 'belanja', 'sampe', 'le', 'platinum', 'ko', 'mahal']",serkarng susah coin belanja juta juta tpi koin yg perak ngak rekomendasi sekrng kyak splater bunga belanja sampe le platinum ko mahal,0.0,Netral
"Suka sih belanja di shopee karna mudah cara belanjanya,tinggal pesan lewat hp barang langsung dikirim tinggal nunggu di rumah walaupun tetap kena ongkir palingan 15 rb ke bawah sihh klw ke NTB kyk aku,,tetap ada voucher potongan ongkir lumayan hemat dikit drpda keluar ke pasar atau toko kan belum biaya isi minyak motor,belum lagi capeknya dijalan aduuhh,,kenak panas ,,cuma mau ucapin Terimakasih buat shopee yg slalu ada dan sedia buat kita para cwek cwok mager wkwk 🙏",5,Positif,suka sih belanja di shopee karna mudah cara belanjanyatinggal pesan lewat hp barang langsung dikirim tinggal nunggu di rumah walaupun tetap kena ongkir palingan  rb ke bawah sihh klw ke ntb kyk akutetap ada voucher potongan ongkir lumayan hemat dikit drpda keluar ke pasar atau toko kan belum biaya isi minyak motorbelum lagi capeknya dijalan aduuhhkenak panas cuma mau ucapin terimakasih buat shopee yg slalu ada dan sedia buat kita para cwek cwok mager wkwk ,suka sih belanja shopee karna mudah belanjanyatinggal pesan hp barang langsung dikirim tinggal nunggu rumah kena ongkir palingan rb sihh klw ntb kyk akutetap voucher potongan ongkir lumayan hemat dikit drpda pasar toko biaya isi minyak motorbelum capeknya dijalan aduuhhkenak panas ucapin terimakasih shopee yg slalu sedia cwek cwok mager wkwk,"['suka', 'sih', 'belanja', 'shopee', 'karna', 'mudah', 'belanjanyatinggal', 'pesan', 'hp', 'barang', 'langsung', 'dikirim', 'tinggal', 'nunggu', 'rumah', 'kena', 'ongkir', 'palingan', 'rb', 'sihh', 'klw', 'ntb', 'kyk', 'akutetap', 'voucher', 'potongan', 'ongkir', 'lumayan', 'hemat', 'dikit', 'drpda', 'pasar', 'toko', 'biaya', 'isi', 'minyak', 'motorbelum', 'capeknya', 'dijalan', 'aduuhhkenak', 'panas', 'ucapin', 'terimakasih', 'shopee', 'yg', 'slalu', 'sedia', 'cwek', 'cwok', 'mager', 'wkwk']",suka sih belanja shopee karna mudah belanjanyatinggal pesan hp barang langsung kirim tinggal nunggu rumah kena ongkir paling rb sihh klw ntb kyk akutetap voucher potong ongkir lumayan hemat dikit drpda pasar toko biaya isi minyak motorbelum capek jalan aduuhhkenak panas ucapin terimakasih shopee yg slalu sedia cwek cwok mager wkwk,0.0,Netral
Maaf saya tidak suka dg pengiriman shoppe yg skrg karna tidak bisa pilih jasa kirim yg aku mau. Biasanya bisa plih jnt yg cpt alhasil biasany pling lama3hari itupun klo ada kendala skrg lbih dr itu telat trs paketnya. Krna sudah ditentukan dr shoppenya. Kecewa sangattt..,4,Positif,maaf saya tidak suka dg pengiriman shoppe yg skrg karna tidak bisa pilih jasa kirim yg aku mau biasanya bisa plih jnt yg cpt alhasil biasany pling lamahari itupun klo ada kendala skrg lbih dr itu telat trs paketnya krna sudah ditentukan dr shoppenya kecewa sangattt,maaf suka dg pengiriman shoppe yg skrg karna pilih jasa kirim yg plih jnt yg cpt alhasil biasany pling lamahari itupun klo kendala skrg lbih dr telat trs paketnya krna ditentukan dr shoppenya kecewa sangattt,"['maaf', 'suka', 'dg', 'pengiriman', 'shoppe', 'yg', 'skrg', 'karna', 'pilih', 'jasa', 'kirim', 'yg', 'plih', 'jnt', 'yg', 'cpt', 'alhasil', 'biasany', 'pling', 'lamahari', 'itupun', 'klo', 'kendala', 'skrg', 'lbih', 'dr', 'telat', 'trs', 'paketnya', 'krna', 'ditentukan', 'dr', 'shoppenya', 'kecewa', 'sangattt']",maaf suka dg kirim shoppe yg skrg karna pilih jasa kirim yg plih jnt yg cpt alhasil biasany pling lamahari itu klo kendala skrg lbih dr telat trs paket krna tentu dr shoppenya kecewa sangattt,0.0,Netral
Tolong kasih menu pilihan kurir/expedisi seperti sebelumnya di update. Agar sebelum membeli barang bisa memilih kurir sesuai keinginan pembeli dan tidak harus di tentukan sistem shopee. Karna ada expedisi SI CEPAT yang kinerjanya sangatlah lambat.,2,,tolong kasih menu pilihan kurirexpedisi seperti sebelumnya di update agar sebelum membeli barang bisa memilih kurir sesuai keinginan pembeli dan tidak harus di tentukan sistem shopee karna ada expedisi si cepat yang kinerjanya sangatlah lambat,tolong kasih menu pilihan kurirexpedisi update membeli barang memilih kurir sesuai pembeli tentukan sistem shopee karna expedisi si cepat kinerjanya lambat,"['tolong', 'kasih', 'menu', 'pilihan', 'kurirexpedisi', 'update', 'membeli', 'barang', 'memilih', 'kurir', 'sesuai', 'pembeli', 'tentukan', 'sistem', 'shopee', 'karna', 'expedisi', 'si', 'cepat', 'kinerjanya', 'lambat']",tolong kasih menu pilih kurirexpedisi update beli barang pilih kurir sesuai beli tentu sistem shopee karna expedisi si cepat kerja lambat,0.0,Netral
"Kalo kata saya sih,, update lagi shoppe cantumkan nomer kurir pengantar nya, kaya lazada gitu,, jadi kita bisa komunikasi sama kurir kira2 kapan bisa nyampai ke rumah nya, karena kan terkadang tidak sesuai ekspedisi yang di cantumkan 👍",3,,kalo kata saya sih update lagi shoppe cantumkan nomer kurir pengantar nya kaya lazada gitu jadi kita bisa komunikasi sama kurir kira kapan bisa nyampai ke rumah nya karena kan terkadang tidak sesuai ekspedisi yang di cantumkan ,kalo sih update shoppe cantumkan nomer kurir pengantar nya kaya lazada gitu komunikasi kurir nyampai rumah nya terkadang sesuai ekspedisi cantumkan,"['kalo', 'sih', 'update', 'shoppe', 'cantumkan', 'nomer', 'kurir', 'pengantar', 'nya', 'kaya', 'lazada', 'gitu', 'komunikasi', 'kurir', 'nyampai', 'rumah', 'nya', 'terkadang', 'sesuai', 'ekspedisi', 'cantumkan']",kalo sih update shoppe cantum nomer kurir antar nya kaya lazada gitu komunikasi kurir nyampai rumah nya terkadang sesuai ekspedisi cantum,0.0,Netral
Mohon maaf sebelumnya.. saya turunkan ratingnya .. karena saya sudah lapor beberapa kali tentang kendala saya tetapi dari pihak perusahaan tidak merespon dengan cepat.. terkait Aktifasi spaylater dan spinjam akun saya kembali di karenakan telat sekali trus di lunasi malah di nonaktifkan sementara fitur itu.. sayang kan aku nda bisa menikmati fasilitas yang sama dengan yang lain.. Tolong pihak penyedia jasa tersebut segera di atasi kendala saya.. Terimakasih atas Perhatiannya..,1,Negatif,mohon maaf sebelumnya saya turunkan ratingnya  karena saya sudah lapor beberapa kali tentang kendala saya tetapi dari pihak perusahaan tidak merespon dengan cepat terkait aktifasi spaylater dan spinjam akun saya kembali di karenakan telat sekali trus di lunasi malah di nonaktifkan sementara fitur itu sayang kan aku nda bisa menikmati fasilitas yang sama dengan yang lain tolong pihak penyedia jasa tersebut segera di atasi kendala saya terimakasih atas perhatiannya,mohon maaf turunkan ratingnya lapor kali kendala perusahaan merespon cepat terkait aktifasi spaylater spinjam akun karenakan telat trus lunasi nonaktifkan fitur sayang nda menikmati fasilitas tolong penyedia jasa atasi kendala terimakasih perhatiannya,"['mohon', 'maaf', 'turunkan', 'ratingnya', 'lapor', 'kali', 'kendala', 'perusahaan', 'merespon', 'cepat', 'terkait', 'aktifasi', 'spaylater', 'spinjam', 'akun', 'karenakan', 'telat', 'trus', 'lunasi', 'nonaktifkan', 'fitur', 'sayang', 'nda', 'menikmati', 'fasilitas', 'tolong', 'penyedia', 'jasa', 'atasi', 'kendala', 'terimakasih', 'perhatiannya']",mohon maaf turun ratingnya lapor kali kendala usaha merespon cepat kait aktifasi spaylater spinjam akun karena telat trus lunas nonaktif fitur sayang nda nikmat fasilitas tolong sedia jasa atas kendala terimakasih perhati,0.0,Netral
"Banyak bug nya makin kesini updetanya, buka shopee video tiba2 berhenti Mulu, tolong perbaiki, sudah paling terbaru versinya, & sudah gunain data Telkomsel 50GB & sudah di coba d wifi rumah juga, internet lancar jaya smua, tapi masih nutup tiba2 klo mu posting video shopee, solusinya gmn?",2,,banyak bug nya makin kesini updetanya buka shopee video tiba berhenti mulu tolong perbaiki sudah paling terbaru versinya  sudah gunain data telkomsel gb  sudah di coba d wifi rumah juga internet lancar jaya smua tapi masih nutup tiba klo mu posting video shopee solusinya gmn,bug nya kesini updetanya buka shopee video berhenti mulu tolong perbaiki terbaru versinya gunain data telkomsel gb coba d wifi rumah internet lancar jaya smua nutup klo mu posting video shopee solusinya gmn,"['bug', 'nya', 'kesini', 'updetanya', 'buka', 'shopee', 'video', 'berhenti', 'mulu', 'tolong', 'perbaiki', 'terbaru', 'versinya', 'gunain', 'data', 'telkomsel', 'gb', 'coba', 'd', 'wifi', 'rumah', 'internet', 'lancar', 'jaya', 'smua', 'nutup', 'klo', 'mu', 'posting', 'video', 'shopee', 'solusinya', 'gmn']",bug nya kesini updetanya buka shopee video henti mulu tolong baik baru versi gunain data telkomsel gb coba d wifi rumah internet lancar jaya smua nutup klo mu posting video shopee solusi gmn,0.0,Netral
"Masalah pinjaman.... Masalah paylater..... Saya akui ⭐⭐⭐⭐⭐ Ada tapinya....di masalah pengiriman barang,kenapa sekarang pengiriman kaya gangsing(ga jelas). Sudah nyampe TANGERANG dikirim ke JAKARTA UTARA,dari JAKARTA UTARA dikirim ke SERANG🤦🤦🤦,kenapa ga lgsg dari TANGERANG ke lokasi saya. Ga seperti siBIRU ke unguan selalu ON TIME,seperti yg diharapkan. Perbaiki lagi untuk masalah pengirimannya.thx",3,,masalah pinjaman masalah paylater saya akui  ada tapinyadi masalah pengiriman barangkenapa sekarang pengiriman kaya gangsingga jelas sudah nyampe tangerang dikirim ke jakarta utaradari jakarta utara dikirim ke serangkenapa ga lgsg dari tangerang ke lokasi saya ga seperti sibiru ke unguan selalu on timeseperti yg diharapkan perbaiki lagi untuk masalah pengirimannyathx,pinjaman paylater akui tapinyadi pengiriman barangkenapa pengiriman kaya gangsingga nyampe tangerang dikirim jakarta utaradari jakarta utara dikirim serangkenapa ga lgsg tangerang lokasi ga sibiru unguan on timeseperti yg diharapkan perbaiki pengirimannyathx,"['pinjaman', 'paylater', 'akui', 'tapinyadi', 'pengiriman', 'barangkenapa', 'pengiriman', 'kaya', 'gangsingga', 'nyampe', 'tangerang', 'dikirim', 'jakarta', 'utaradari', 'jakarta', 'utara', 'dikirim', 'serangkenapa', 'ga', 'lgsg', 'tangerang', 'lokasi', 'ga', 'sibiru', 'unguan', 'on', 'timeseperti', 'yg', 'diharapkan', 'perbaiki', 'pengirimannyathx']",pinjam paylater aku tapinyadi kirim barangkenapa kirim kaya gangsingga nyampe tangerang kirim jakarta utaradari jakarta utara kirim serangkenapa ga lgsg tangerang lokasi ga sibiru ungu on timeseperti yg harap baik pengirimannyathx,0.0,Netral
